sentense,lable
나의 2015년 마지막 영화에 1점을 주다니 히말라야가 끝이길 바랐는데 ,0
관람객아 살면서 처음댓글답니다 노답 ,0
관람객유승호때문에밨는데 생각보다 별루였음 ,0
내친구와 내 기준으로 개노잼 핵노잼이런 좋은 연기자를두고 이런영화가 유승호만 열심히봄 ,0
정말이지 근몇년동안본 영화중에 최악이었음 내가 왠만해선 영화평 7점 이하는 안주는편인데 이건 보고 나오면서 1점도 아깝다 생각이 들정였네 배우들팬들도 솔직히 인정할건 인정해야 너네 배우들이 다음엔 좋은영화를 좀더 신중하게 고르니 무조건 쉴드치지 말아라 ,0
평점알바들 활개치는 시간에 1점 사실대로 평가한 내 평점 비공감 테러로 묻혀 심히 슬프도다 이제야 사람들이 알아주는구나 알바니들 아무리설쳐봐라 7점 못넘을 것이다 ,0
진짜재미없음 알바들 일 그만해라 파란눈이랑 검에대한 떡밥 잔뜩뿌려놓고 회수도 안함 유승호랑 고아라는 무슨 국어책을 읽고있고 스토리도 부족함 주연보다 조연이 더 빛나는 영화임한줄요약 이 영화 보는것보다 길바닥에 돈뿌리는게 더 효율적임 ,0
이걸끝까지참고본내자신에게치얼스 고아라는그예쁜얼굴로그따위연기를하다니용서할수없고 유승호는그비주얼그연기력으로어찌이따위대본을찍었는지 충격과공포 그 자체입니다 절대보지마세요제발ㅠ최악중의최악 양심도 없는 알바들 안찔리세요 이걸추천하다니노양심 ,0
진짜 오랜만에 본 핵노잼 영화 스토리도 이상하고 사랑도 유치하고 와 왠만해선 평점 안올리는데  ;(,0
관람객노잼노잼 핵노잼ㅠㅠ ,0
로맨스 멜로영화의 정석 상대방을 변화시킬 수 있는 사랑이 마술이다 그것만으로도 충분한 이야기 러브스토리에 집중시키는 화려한 영상미와 비주얼 최고의 배우들 연기또한 멋진 영화 ,1
핵노잼 남친은 옆에서 자고 최근 몇 년간 돈 아까운 최고의 영화 1위 영화 재미없어서 남치니랑 싸움  ^^ ^^,0
노답 10자 됐니 ,0
관람객너무 기대하고 봐서 그런가 생각보다 별로였어요 조금 말이 안됐지만 유승호 보는 맛에 나름대로 재미있게 봤어욯ㅎㅎㅎ ,1
사극 배경의 정통 로맨스 영화 둘 다 훈훈해서 보는 내내 입가에 미소가 ㅎㅎ ,1
내용 연결이 너무 끊기고 스토리도 잘 이해안가고 근래 본영화중에서는 최악이었네요 왠만하면 평점같은거 안쓰는데 로그인해서 최악점수를 주게 만드는 영화 ,0
관람객예고편 보다 많은 기대는 하지마시길 ,1
스토리의 오글거림 고아라의 아쉬운 연기력 그리고 이걸 다 커버할만한 유승호의 얼굴 ,1
2시간이 이렇게 길게 느껴지기는 처음 ,0
빡친다 이 영화 진심 15년 12월 31일 이거 봤드만 하 한숨나왔따 ,0
관람객유승호 멋지고 재밋었어요 ,1
긴말 않겠다 이런것도 영화라고 만드는게 놀라울뿐이고 이런 말도안되는 작품에 4점씩이나 준 평론가들이 존경스럽다 알바들아 작작해라 우리는 똥바보가 아니다 돈이 궁하다고는 하지만 세상에 이런 말같잖은 영화를 쉴드치다니 ,0
영화보고처음잠 최악 ,0
영화 관람석 주위에 초딩들이 많더군요 딱 그나이에 맞는영화 ,0
0점 주고싶은데 0점이없네 보는내내 고아라 연기 너무 못해서 보기 힘들었다 ,0
오늘 문화의날이 살린 영화 ,0
유승호 잘생김 끝 ,0
이 영화는 1점 그 이하를 주고 싶다 ,0
진짜 제가 본 영화중에서 제일 재미없는 영화입니다 사람마다 다르겠지만 진짜 재미없어요 정말 재미없어서 보다가 울었어요 ,0
영화 찍느라 수고는 하셨습니다 ,0
개핵극노잼 영화존나재미없어요 영화보는도중 나가고싶은데 돈아까워서 보는중 ㅅㅂ ,0
2016년 처음 본 영화이지만 2016년 최악의 영화가 될 것을 예상해봄 ,0
알바때문에 평점조절합니다 올해 본 영화중에 제일 재미없었음 ㅡㅡ ,0
진짜 이런영화는 두번다시 나오면안됀다고생각합니다 이게 돈주고볼 영화라고생각합니까 참나 내돈 돌려줘 ,0
처음으로극장에서졸았습니다 ,0
소문난 잔치에 먹을게 없다더니 물론 소문도 안났지만 보는사람에 따라 다르지만 너무 유치하고 스토리가 없습니다 나날이 갈수록 한국영화의 입지가 좁아지고 있습니다 이유가 있나봅니다 ,0
유승호 고아라 배경 다 이쁘더이다 ,1
진짜 핵노잼 같이 본 중고등학생도 보다 잤다할 정도 지루함 전개 느리고 앞 뒤 연결 없음 맹탕 곧 vod로 볼 수있을 듯 히말라야 대호 스타워즈 등 뭘 골라도 이것 보다 좋은 선택 ,0
너무 허접한 스토리 이것도 저것도 아닌 올해 최악의 영화중 한편 ,0
중간에 뛰쳐나오고싶은걸 왜 참았나몰라 ,0
밤금 보고나왔는데 걍 푹 자고나왔어요제목에 걸맞게 마술이 비중이 큰것도 아니고 긴박감 넘치는 액션이나 스토리가 있는것도 아니고돈 아까우니까 절대 보지마세요 ,0
이 영화 진짜 비추입니다 허무매랑의 끝 ,0
아 ㅡ유승호만 아니면 고아라만 아니면 정말 볼게없는 영화 ㅡ 왜구리 곽도원이 쫒아와서 흥분하는지도 이해못하겟고 ㅡ ,0
유승호보려면 보세요 미안한데 고아라씨 연기공부좀 ㅋ ,0
시간낭비 그나마 영화표티켓으로 공짜로본게어디냐 돈낭비까지할뻔 고아라연기력때문에 답답해oo것같았고 cg처리는 포토샵수준으로해놓고 장르가뭔지궁금해지는 내용전개 ,0
높은점수준사람은 뭐 같이 죽자는거야뭐야 그래도 좀 평점 올랐길래 봤더니 와 그냥 다필요없고핵노잼 핵노답 별점에 속으면 안됨 왠만하면 재미없다잘안하는데 진짜 돈아까움 유승호 진짜 좋아해서 긴가민가하면서 봤는데 진짜 유승호 왜 저런걸 찍었는지 ,0
관람객곽도원 연기가 압권 고아라보다 조윤희가 여주인공 같은 영화 ,0
제목이 조선마술사인데 제목과 전혀다른내용 정말 신기하군요 ,0
노잼마술사 ㅎ ,0
1점도 아깝고 씹노잼이었다 특히 주인공발연기 지린다 결말도 극혐 헬조선탈출기냐 ,0
관람객감독이 초등학생인가보다 ,0
기대를 해서 그런지 몰라도 정말 별로였다 조연은 빵빵하고 재밌었으나 주인공인 두 배우는 영화 쪽은 아닌듯 ,0
제목이 조선마술사인데 조선시대 연애이야기로 바꿔주고 싶었다 내용 대부분이 멜로이야기였고 생각했던 마술적인 요소들은 일부에 불과했다 cg는 정말 형편없었고 중간에 뻔한 설정들이 많았다 하지만 배우들의 연기는 나름 괜찮았다 ,0
2015 내가 본 영화 중에 최악의 영화 80년대 닭살 대사에 발연기 엉성한 연출 재미라고는 찾아볼 수 없는 스토리 보는 관객분들 다 주무시고 계셨구요 영화 망할까봐 알바 푸는 건 알겠는데 아무리 잘 줘봐야 2 3점대 영화입니다 ,0
조악하기 짝이 없는 영화 ,0
어제 댓글보고 호불호 갈리길래 궁금해서 보고왔다 살면서 첨으로 평가 남겨본다 댓글 알바가 존재한다는것도 어제 깨달았다 어떻게 이딴영화에 10점을 주냐 최근 5년간 본영화중 최악이었다 이래 지루하고 긴장감없게 만드는것도 능력이라면 능력인듯 ,0
평점이 조금 올라가길래 열받아서 평점주러왔음조선돈도둑놈이라해도 아깝지않을 영화 ,0
가볍게 보면 좋음 초반에 지루한듯한데 갈수록 괜찮아짐곽도원이 무섭고 남여주 케미는 좋음 근데 유승호가 더 예쁨 유승호는 미모로 조선을 평정한듯 ,1
관람객주인공 얼굴만보이고 내용은 없고 지루했다 ,1
관람객배우들의 연기와 유승호님의 복귀작으로 기대를 했으나 스토리전개의 아쉬움이 많았고 배우님들의 캐릭터가 100 발휘되지않은것이 아쉬움입니다 ,1
1점도 안까운 영화네요 진부한 내용과 다른 연기자들에 비해 고아라 연기가 아쉽네요 ,0
재미없음 정말입니다 보지마세요 ,0
특별한 내용없는 로맨스영화 ,0
평점 안쓰는 사람인데 너무재미없어서 놀라움 진짜 심함 내평생 젤재미없음 진짜 핵노잼 유승호 얼굴만 보고갑니다 새해마지막영화로 봤는데 굉장히 화남 ,0
한정된 세트와 배경 단순스토리 영화가 주는 메시지에 대해 낮은 점수를 준다 ,0
조선시대에 마술은 무슨 ,0
관람객유배우가 진짜 멋지게나와서 보는내내 흐뭇한 미소가 나옴 둘의 사랑을 절절히 다룬 가볍게 보기 좋은 영화 ,1
이런 쓰레기 영화가 평점이 7점이라니 알바가 너무많다 ,0
영화를 꼭 1월1일 날 봐야한다한 친누나와 함께 조선마술사를 봤는데 누나 싸대기 때리고 극장에서 나올뻔 했어요 진짜 노잼입니다 그냥 집에서 거울보면서 가위바위보 하는게 더 꿀잼일듯 ,0
 이거 평균평점 왜 7점ㅋㅋ ,0
사극 찍을거면 현대말투 제발 쓰지맙시다 ,0
내용도 별로고 재미도 없고 감동도 없고 올해본 영화중에 유일한 노잼영화 문화의 날 5000원도 아까움 근데 알바생들 참 많다고 느낌 ,0
관람객뭔가 약간 로맨스소설을읽는듯한 유치함 이느껴짐 ,1
최 악이였다 이건뭐 진짜 귀여니소설인줄 이모티콘이눈에보이는듯하다 ,0
주인공이 너무 너무 아깝다 최근 본 영화중 제일 이상한 영화 ,0
영화라 부르기 부끄런운 엉성한 구성 보시면 후회합니다 고아라는 연기가 전혀 늘지않고 퇴보한것 같습니다 ,0
알바좀 그만 풀어요 제발 보기 전부터 촉은 안좋았는데 이건 내 촉을 넘어선 망작이에요 평점 3점은 유승호 잘생겨서 1점 고아라 예뻐서 1점 스태프들 고생한거 생각해서 1점 주고 갑니다 ,0
내가태어나서 본 영상 중에 최악 이건 돈을받고봐도시간낭비 10점주는사람들 독특한뇌구조다 취향문제가아니라 스토리전개의 억지와허술함에 이게뭐지 싶고 믿었던배우들의연기마저볼품없어보였다 내돈아까워서이를악물고봤지만 감독정말양심불량 이걸돈받고팔아제끼냐 ,0
오그라드는 연기력입니다 보다가 잤음 ,0
관람객good 재미있게봤어요 추천합니다 ,1
관람객별로 기대 안하고 봤는데 기대 이상임 순수한 사랑을 꿈꾸는 사람에게 추천 ,1
관람객유승호에 다른 모습이네요 고아라 알콩달콩 볼만합니다 ,1
관람객전체적인 색감이나 배경 의상등 좋았어요연기력의 아쉬움인지 볼만한 마술이 나오는 것도 아니고 신나는 액션도 아니고 진한 감동도 아니고 좀 아쉬웠습니다 좋아하는 배우들이 나와서 기대했는데 아쉽네요 애들은 좋아했습니다 ,1
새해 첫날 시간 아까워 죽겠네요 조윤희 이경영 둘은 연기 좋지만 다 따로 놀고 이게 영화입니까 제작사가서 표 환불하고 싶을지경 개망작 ,0
관람객정말 재미없고 그냥 로맨스네요 ,0
로맨스고 뭐고 진짜 이건 너무 아닌 영화 배우들 연기도 솔직히 이상하게느껴질만큼 내용자체가 연관성도없고 너무 가벼움 보다가 진짜 어이없어서 웃음나왔다 진짜 후 ㅡㅡ ,0
진짜 제가 본영화중에서 제일 재미없었어요 남자4 명이서 봤는데 진짜 욕하면서 나왔어요 절대 보지마세요 진짜 씹노잼이에요 ,0
이게 영환지참 40년 살며 이런 짜증나는 영환 첨 이다 최악 ,0
 개삼류개삼류개삼류개삼류 유승호 클래스 배우는 못되겟구나 연기도 못하고 폼이 영 골격도 고아라도 허접 연기 느끼하게 함 김대승 이 멍청한 감독은 진짜 아니다 영화 대충 만들고 앞뒤가 안맞음 감독이 개꿀빨고 배우들 망친 영화 ,0
완전 재미 없음 그냥 소년 소녀 소꿉놀이 ,0
진심 보지마세요 이렇게 재미없는 영화는 처음봅니다 ,0
생각없이 봤다가 유승호로 덕통사고 당한 영화 ㅎㅎㅎ ,1
관람객다좋앗는데 ㅜㅜ영화의 마무리가아쉬워서ㅜㅜ결말이 뭔지모르겟어요ㅜㅜ ,1
관람객고아라와 유승호 의외의 알콩달콩 케미 영화를 보는동안 설렘 한가득 ,1
관람객유승호얼굴만 보임 재밌어요ㅋㅋ ,1
관람객알콩달콩한 로맨스가 보기 좋네용 ,1
너무재밌네요 기대이상입니다 ,1
재밌다는 애들 알바들이냐 어휴 참 이 영화는 남녀노소봐도 재미없는 디워 급 영화다 10점 주는 애들 때문에 1점 준다 ,0
저를 제운 3번째 영화였어요 재미와 감동 두마리를 다 놓친영화에요 심지어 마술도 잘 못합니다 ,0
관람객유승호랑 고아라때문에 봄 ,1
관람객예고편이 다다 허무하다 연기 잘해서 그나마1점 왜 관객수가 적은지 영화보고 알았다 ,0
아 유승호 너무 잘생겼다 연기도 잘하고이대로만 갔으면 ,1
2015년 최악의영화라는 소문이 ,0
유승호와 고아라 케미 대박임 ,1
관람객보는 내내 심쿵 중간중간의 코믹 잼나게 보고왔네요 ,1
관람객예고편도 못보고 동생이 보고싶다고해서 예매했는데 꽤 오글거리는 맛이있네요 역시 존잘러 유승호얼굴 보며 힐링했습니다ㅎ  ^^,1
조조 관람 올만에 착한 영화 훈훈하게 봤다 유승호 고아라 너무 이뿌다 적당한 판타지에 조연들 연기도 좋다 박철민 곽도원 이번에 제대로네 ,1
진짜보는내내 가슴을울리는 사랑이야기로 눈을뗄 수 없었어요ㅠ 고아라 유승호 케미는 심쿵하실게분명합니다 제가 장담하조난 잘모르겠던데 암튼 엄니압지 감사합니다 ,1
뭔가 한국영화에서는 보기 드문 판타지 사극 ㅋ 이거 잘되면 후속편 나오는거 아님 ,1
관람객박철민과 조달환이 감초역할을 너무 잘해주었고 유승호와 고아라의 로맨스에도 빠져들게 만들어서 재밌게 보았습니다 ,1
그렇게 혹평 당할 영화는 아님 ,1
00년대 인터넷 소설 그 이상 그 이하도 아님 유승호 고아라 보고 참으려고 했는데 너무 괴로웠음 쟤는 왜 저러나 쟨 또 갑자기 왜 저러는 건가 영화 내내 짜증만 남 끝날 때 여기저기서 웅성대며 자다깨다 했다는 말 들려옴 절대 보지마세요 ,0
진짜 장르가 뭔지도 모르겠고 중간중간 인물간 관계나 영화가 어떻게 진행되는지도 모르겠다 주인공은 마술은 안 하고 놀러다니고 있고 도대체 왜 제목이 조선마술사인지 모르겠는 그런 영화 영 찜찜한게 가시지 않는다 ,0
관람객처음 2 30분 도입 부분은 색감도 그렇고 전체적인 동양적인 분위기가 너무 이쁩니다 유승호 눈빛도 그렇고 하지만 그 후는 절레절레 ,0
